gisaid_epi_isl,date,segment,originating_lab,submitting_lab,authors,url,date_submitted
EPI_ISL_430068,2020-04-07,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_427331,2020-04-07,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427332,2020-04-07,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427333,2020-04-07,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427334,2020-04-07,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427335,2020-04-07,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-18
EPI_ISL_430069,2020-04-07,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_427336,2020-04-07,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-18
EPI_ISL_430070,2020-04-07,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_430071,2020-04-08,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_430072,2020-04-08,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_430073,2020-04-08,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_430074,2020-04-08,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_430075,2020-04-09,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_430076,2020-04-10,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_430077,2020-04-10,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_430078,2020-04-10,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_430079,2020-04-10,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_430080,2020-04-10,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_430081,2020-04-10,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_430082,2020-04-10,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_430083,2020-04-10,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_430084,2020-04-09,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_430085,2020-04-10,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_430086,2020-04-10,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_430087,2020-04-10,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_430088,2020-04-09,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_430089,2020-04-09,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_430090,2020-04-10,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_430091,2020-04-10,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_430092,2020-04-14,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_430093,2020-04-14,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_430094,2020-04-14,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_430095,2020-04-14,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_430096,2020-04-14,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_430097,2020-04-14,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_430098,2020-04-14,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_430099,2020-04-13,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_430100,2020-04-14,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_430101,2020-04-14,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_430102,2020-04-14,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_430103,2020-04-14,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_430104,2020-04-15,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_430105,2020-04-15,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_430106,2020-04-15,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_430107,2020-04-15,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_430108,2020-04-15,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_430109,2020-04-15,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_430110,2020-04-15,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_430111,2020-04-15,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_428890,2020-03-19,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Pyankov et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428873,2020-03-19,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Bodnev et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428879,2020-03-19,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Bodnev et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428915,2020-03-25,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Pyankov et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428923,2020-03-27,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Bodnev et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428922,2020-03-30,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Bodnev et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428917,2020-03-24,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Bodnev et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428921,2020-03-19,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Bodnev et al,https://www.gisaid.org,2020-04-22
EPI_ISL_427315,2020-03-25,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-18
EPI_ISL_430112,2020-03-25,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_428904,2020-03-22,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Bodnev et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428896,2020-03-27,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Bodnev et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428888,2020-03-20,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Pyankov et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428874,2020-03-20,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Bodnev et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428891,2020-03-25,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Pyankov et al,https://www.gisaid.org,2020-04-22
EPI_ISL_416432,2020-03-07,genome,Clinical Microbiology Lab,"Infectious Disease Research Department, King Abdullah International Medical Research Center (KAIMRC)",Alghoribi et al,https://www.gisaid.org,2020-03-21
EPI_ISL_437496,2020-04-01,genome,Pathogen Genomics Lab King Abdullah University of Science and Technology(KAUST),Pathogen Genomics Lab King Abdullah University of Science and Technology(KAUST),Mfarrej et al,https://www.gisaid.org,2020-05-10
EPI_ISL_437497,2020-04-01,genome,Pathogen Genomics Lab King Abdullah University of Science and Technology(KAUST),Pathogen Genomics Lab King Abdullah University of Science and Technology(KAUST),Mfarrej et al,https://www.gisaid.org,2020-05-10
EPI_ISL_437754,2020-04-01,genome,Pathogen Genomics Lab King Abdullah University of Science and Technology(KAUST),Pathogen Genomics Lab King Abdullah University of Science and Technology(KAUST),Hala et al,https://www.gisaid.org,2020-05-11
